July 2023 Contiguous U.S. County Maximum Temperature,,,,,,
Units: Degrees Fahrenheit,,,,,,
Missing: -99,,,,,,
Period of Record: 129 Years,,,,,,
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
UT-013,Duchesne County,Utah,81.5,122,4.2,77.3
UT-015,Emery County,Utah,94.4,128,6,88.4
UT-017,Garfield County,Utah,90.5,128,6.9,83.6
UT-019,Grand County,Utah,95.1,128,5.6,89.5
UT-021,Iron County,Utah,91.6,128,6,85.6
UT-023,Juab County,Utah,94.4,125,4.8,89.6
UT-025,Kane County,Utah,95,128,6.6,88.4
UT-027,Millard County,Utah,95.8,128,5.3,90.5
UT-029,Morgan County,Utah,82.9,114,3.8,79.1
UT-031,Piute County,Utah,84.4,128,6.5,77.9
UT-033,Rich County,Utah,81.2,109,3.2,78
UT-035,Salt Lake County,Utah,89.4,121,4.6,84.8
UT-037,San Juan County,Utah,95.5,128,5.4,90.1
UT-039,Sanpete County,Utah,85.1,125,5.3,79.8
UT-041,Sevier County,Utah,85.4,128,6.1,79.3
UT-043,Summit County,Utah,76.2,111,2.9,73.3
UT-045,Tooele County,Utah,95,120,4.1,90.9
UT-047,Uintah County,Utah,89.5,123,4.8,84.8
UT-049,Utah County,Utah,88.6,121,4.1,84.5
UT-051,Wasatch County,Utah,79.9,114,3,76.9
UT-053,Washington County,Utah,96.6,128,6,90.6
UT-055,Wayne County,Utah,94.9,128,7.8,87.1
UT-057,Weber County,Utah,86.3,115,4,82.3
VT-001,Addison County,Vermont,81.7,112,2.3,79.4
VT-003,Bennington County,Vermont,79.4,115,2.8,76.6
VT-005,Caledonia County,Vermont,78.7,87,1.2,77.5
VT-007,Chittenden County,Vermont,81.2,112,2.6,78.6
VT-009,Essex County,Vermont,78,101,1.9,76.1
VT-011,Franklin County,Vermont,79.8,104,2,77.8
VT-013,Grand Isle County,Vermont,81.1,91,1.2,79.9
VT-015,Lamoille County,Vermont,78,104,2.1,75.9
VT-017,Orange County,Vermont,80.1,97,1.5,78.6
VT-019,Orleans County,Vermont,78,103,2,76
VT-021,Rutland County,Vermont,80.5,106,1.9,78.6
VT-023,Washington County,Vermont,79,102,1.8,77.2
VT-025,Windham County,Vermont,80.5,106,2,78.5
VT-027,Windsor County,Vermont,80.8,99,1.9,78.9
VA-001,Accomack County,Virginia,87.8,111,2.8,85
VA-003,Albemarle County,Virginia,88.2,103,2.5,85.7
VA-005,Alleghany County,Virginia,83.5,68,-0.1,83.6
VA-007,Amelia County,Virginia,88.7,80,1,87.7
VA-009,Amherst County,Virginia,86.3,91,1.2,85.1
VA-011,Appomattox County,Virginia,86.9,84,0.9,86
VA-013,Arlington County,Virginia,88.9,110,2.9,86.1
VA-015,Augusta County,Virginia,85,103,2.1,82.9
VA-017,Bath County,Virginia,83.3,85,0.6,82.7
VA-019,Bedford County,Virginia,87.4,92,1.3,86.1
VA-021,Bland County,Virginia,81.8,88,0.8,81
VA-023,Botetourt County,Virginia,85.9,76,0.3,85.6
VA-025,Brunswick County,Virginia,89.9,90,1.5,88.4
VA-027,Buchanan County,Virginia,84.3,85,0.8,83.5
VA-029,Buckingham County,Virginia,88,85,1.1,86.9
VA-031,Campbell County,Virginia,87.4,93,1.5,85.9
VA-033,Caroline County,Virginia,89.5,101,1.8,87.7
VA-035,Carroll County,Virginia,82.8,98,1.3,81.5
VA-036,Charles City County,Virginia,89.8,92,1.6,88.2
VA-037,Charlotte County,Virginia,87.2,78,0.7,86.5
VA-041,Chesterfield County,Virginia,89.6,88,1.5,88.1
VA-043,Clarke County,Virginia,88.8,115,3.2,85.6
VA-045,Craig County,Virginia,83.9,90,0.8,83.1
VA-047,Culpeper County,Virginia,89.8,113,3.2,86.6
VA-049,Cumberland County,Virginia,88.7,81,1,87.7
VA-051,Dickenson County,Virginia,83.9,80,0.7,83.2
VA-053,Dinwiddie County,Virginia,89.6,87,1.5,88.1
VA-057,Essex County,Virginia,89,77,0.8,88.2
VA-059,Fairfax County,Virginia,89.2,117,3.3,85.9
VA-061,Fauquier County,Virginia,89,114,3.4,85.6
VA-063,Floyd County,Virginia,81.2,88,0.9,80.3
VA-065,Fluvanna County,Virginia,89.1,93,1.8,87.3
VA-067,Franklin County,Virginia,86.9,85,0.7,86.2
VA-069,Frederick County,Virginia,88.2,110,2.9,85.3
VA-071,Giles County,Virginia,84,109,1.9,82.1
VA-073,Gloucester County,Virginia,89.1,90,1.6,87.5
VA-075,Goochland County,Virginia,89.4,91,1.6,87.8
VA-077,Grayson County,Virginia,80.7,100,1.5,79.2
VA-079,Greene County,Virginia,87.2,109,2.9,84.3
VA-081,Greensville County,Virginia,90.6,93,1.6,89
VA-083,Halifax County,Virginia,88.5,87,1.2,87.3
VA-085,Hanover County,Virginia,89.6,90,1.4,88.2
VA-087,Henrico County,Virginia,89.9,89,1.5,88.4
VA-089,Henry County,Virginia,87.9,77,0.4,87.5
VA-091,Highland County,Virginia,81.1,96,1.5,79.6
VA-093,Isle of Wight County,Virginia,90,105,2,88
VA-095,James City County,Virginia,89.6,92,1.8,87.8
VA-097,King and Queen County,Virginia,89,74,0.6,88.4
VA-099,King George County,Virginia,89.9,107,2.6,87.3
VA-101,King William County,Virginia,89.4,80,0.7,88.7
VA-103,Lancaster County,Virginia,88.4,85,1.1,87.3
VA-105,Lee County,Virginia,85.6,86,0.7,84.9
VA-107,Loudoun County,Virginia,88.9,111,3.2,85.7
VA-109,Louisa County,Virginia,89,98,1.8,87.2
VA-111,Lunenburg County,Virginia,88,78,0.8,87.2
VA-113,Madison County,Virginia,87.8,116,3.3,84.5
VA-115,Mathews County,Virginia,88.7,94,1.6,87.1
VA-117,Mecklenburg County,Virginia,89.4,89,1.3,88.1
VA-119,Middlesex County,Virginia,88.6,81,1,87.6
VA-121,Montgomery County,Virginia,84.8,99,1.5,83.3
VA-125,Nelson County,Virginia,86.3,97,1.8,84.5
VA-127,New Kent County,Virginia,89.6,83,1.1,88.5
VA-131,Northampton County,Virginia,88,103,2.3,85.7
VA-133,Northumberland County,Virginia,88.9,103,1.9,87
VA-135,Nottoway County,Virginia,88.3,80,0.9,87.4
VA-137,Orange County,Virginia,89.5,109,2.8,86.7
VA-139,Page County,Virginia,86.7,113,3.2,83.5
VA-141,Patrick County,Virginia,85.4,81,0.5,84.9
VA-143,Pittsylvania County,Virginia,87.7,77,0.4,87.3
VA-145,Powhatan County,Virginia,89.2,84,1.3,87.9
VA-147,Prince Edward County,Virginia,87.3,74,0.5,86.8
VA-149,Prince George County,Virginia,90.1,92,1.8,88.3
VA-153,Prince William County,Virginia,89.9,118,3.7,86.2
VA-155,Pulaski County,Virginia,84.8,105,1.7,83.1
VA-157,Rappahannock County,Virginia,87.5,114,3,84.5
VA-159,Richmond County,Virginia,88.7,78,0.8,87.9
VA-161,Roanoke County,Virginia,86.4,94,1.3,85.1
VA-163,Rockbridge County,Virginia,85.2,87,0.5,84.7
VA-165,Rockingham County,Virginia,85.5,106,2.2,83.3
VA-167,Russell County,Virginia,83.1,78,0.6,82.5
VA-169,Scott County,Virginia,84.8,77,0.2,84.6
VA-171,Shenandoah County,Virginia,87.9,107,2.8,85.1
VA-173,Smyth County,Virginia,82.2,91,0.9,81.3
VA-175,Southampton County,Virginia,90.6,102,1.8,88.8
VA-177,Spotsylvania County,Virginia,89.6,109,2.8,86.8
VA-179,Stafford County,Virginia,90,115,3.6,86.4
VA-181,Surry County,Virginia,89.9,96,1.9,88
VA-183,Sussex County,Virginia,90.3,92,1.6,88.7
VA-185,Tazewell County,Virginia,81,83,0.7,80.3
VA-187,Warren County,Virginia,88,112,3.1,84.9
VA-191,Washington County,Virginia,84.3,80,0.7,83.6
VA-193,Westmoreland County,Virginia,89.1,98,1.6,87.5
VA-195,Wise County,Virginia,82.3,85,0.8,81.5
VA-197,Wythe County,Virginia,83.4,98,1.3,82.1
VA-199,York County,Virginia,89.5,101,2,87.5
VA-510,Alexandria City,Virginia,89.6,112,2.8,86.8
VA-520,Bristol City,Virginia,86.1,88,1,85.1
VA-530,Buena Vista City,Virginia,87,82,0.4,86.6
VA-540,Charlottesville City,Virginia,88.9,101,2.4,86.5
VA-550,Chesapeake City,Virginia,89.9,115,2.8,87.1
VA-570,Colonial Heights City,Virginia,90.4,96,1.9,88.5
VA-580,Covington City,Virginia,85.9,61,-0.4,86.3
VA-590,Danville City,Virginia,89,78,0.5,88.5
VA-595,Emporia City,Virginia,91,94,1.7,89.3
VA-600,Fairfax City,Virginia,88.5,116,3.4,85.1
VA-610,Falls Church City,Virginia,88.3,112,3.1,85.2
VA-620,Franklin City,Virginia,90.7,104,1.9,88.8
VA-630,Fredericksburg City,Virginia,90.4,116,3.8,86.6
VA-640,Galax City,Virginia,83,102,1.5,81.5
VA-650,Hampton City,Virginia,89.7,105,2.5,87.3
VA-660,Harrisonburg City,Virginia,86.7,103,2.2,84.5
VA-670,Hopewell City,Virginia,90,96,1.8,88.2
VA-680,Lynchburg City,Virginia,88,100,1.9,86.1
VA-683,Manassas City,Virginia,90.2,119,3.9,86.3
VA-685,Manassas Park City,Virginia,89.9,119,3.8,86.1
VA-690,Martinsville City,Virginia,88,75,0.4,87.6
VA-700,Newport News City,Virginia,89.8,106,2.3,87.5
VA-710,Norfolk City,Virginia,89.7,115,3.2,86.5
VA-720,Norton City,Virginia,81.9,85,0.8,81.1
VA-730,Petersburg City,Virginia,90.1,93,1.8,88.3
VA-735,Poquoson City,Virginia,89.5,104,2.3,87.2
VA-740,Portsmouth City,Virginia,89.7,112,2.8,86.9
VA-750,Radford City,Virginia,85.6,103,1.8,83.8
VA-760,Richmond City,Virginia,89.9,90,1.6,88.3
VA-770,Roanoke City,Virginia,88.7,96,1.5,87.2
VA-775,Salem City,Virginia,88.7,96,1.5,87.2
VA-790,Staunton City,Virginia,87,109,2.7,84.3
VA-800,Suffolk City,Virginia,90.2,103,2.1,88.1
VA-810,Virginia Beach City,Virginia,88.9,117,3.2,85.7
VA-820,Waynesboro City,Virginia,86.4,105,2.5,83.9
VA-830,Williamsburg City,Virginia,89.8,101,2.1,87.7
VA-840,Winchester City,Virginia,88.8,115,3.3,85.5
WA-001,Adams County,Washington,90.4,109,3.2,87.2
WA-003,Asotin County,Washington,89,119,5.8,83.2
WA-005,Benton County,Washington,92.5,112,3.8,88.7
WA-007,Chelan County,Washington,78,110,3.7,74.3
WA-009,Clallam County,Washington,70.3,114,3.1,67.2
WA-011,Clark County,Washington,82.7,121,4.8,77.9
WA-013,Columbia County,Washington,85.7,116,4.1,81.6
WA-015,Cowlitz County,Washington,79.4,121,4.8,74.6
WA-017,Douglas County,Washington,88.2,111,3.9,84.4
WA-019,Ferry County,Washington,82,110,3.6,78.4
WA-021,Franklin County,Washington,92,111,3.2,88.8
WA-023,Garfield County,Washington,87.6,119,5.6,82
WA-025,Grant County,Washington,91,104,2.8,88.2
WA-027,Grays Harbor County,Washington,75.6,122,3.9,71.7
WA-029,Island County,Washington,75.6,120,4.1,71.5
WA-031,Jefferson County,Washington,70.9,118,3.7,67.2
WA-033,King County,Washington,75.2,112,3.2,72
WA-035,Kitsap County,Washington,78.7,119,4,74.7
WA-037,Kittitas County,Washington,80.8,103,2.8,78
WA-039,Klickitat County,Washington,86.6,112,4.7,81.9
WA-041,Lewis County,Washington,78,115,4.3,73.7
WA-043,Lincoln County,Washington,88.5,111,3.5,85
WA-045,Mason County,Washington,77.6,120,4.2,73.4
WA-047,Okanogan County,Washington,79.4,106,3.3,76.1
WA-049,Pacific County,Washington,74.8,123,4.2,70.6
WA-051,Pend Oreille County,Washington,82.1,120,5.5,76.6
WA-053,Pierce County,Washington,75.5,114,3.8,71.7
WA-055,San Juan County,Washington,74.7,119,3.2,71.5
WA-057,Skagit County,Washington,74.3,120,4.3,70
WA-059,Skamania County,Washington,76.4,116,4.7,71.7
WA-061,Snohomish County,Washington,74.2,121,3.9,70.3
WA-063,Spokane County,Washington,87.5,119,5,82.5
WA-065,Stevens County,Washington,86,116,4.9,81.1
WA-067,Thurston County,Washington,80.7,120,4.4,76.3
WA-069,Wahkiakum County,Washington,75.1,120,4.4,70.7
WA-071,Walla Walla County,Washington,91.6,106,3.2,88.4
WA-073,Whatcom County,Washington,73.4,117,4.1,69.3
WA-075,Whitman County,Washington,90.1,120,5.6,84.5
WA-077,Yakima County,Washington,83.3,105,3.2,80.1
WV-001,Barbour County,West Virginia,83.8,100,1.7,82.1
WV-003,Berkeley County,West Virginia,88.3,103,2.3,86
WV-005,Boone County,West Virginia,85.3,80,0.4,84.9
WV-007,Braxton County,West Virginia,85.3,65,-0.1,85.4
WV-009,Brooke County,West Virginia,84.1,62,-0.1,84.2
WV-011,Cabell County,West Virginia,87.6,88,1.1,86.5
WV-013,Calhoun County,West Virginia,84.9,54,-0.9,85.8
WV-015,Clay County,West Virginia,85.2,72,0.1,85.1
WV-017,Doddridge County,West Virginia,85.1,65,-0.3,85.4
WV-019,Fayette County,West Virginia,82.4,77,0.5,81.9
WV-021,Gilmer County,West Virginia,85.5,57,-0.5,86
WV-023,Grant County,West Virginia,84.4,98,1.3,83.1
WV-025,Greenbrier County,West Virginia,80.9,90,1,79.9
WV-027,Hampshire County,West Virginia,87.1,98,1.6,85.5
WV-029,Hancock County,West Virginia,83.9,64,-0.1,84
WV-031,Hardy County,West Virginia,85.6,97,1.4,84.2
WV-033,Harrison County,West Virginia,85.2,82,0.9,84.3
WV-035,Jackson County,West Virginia,85.9,71,-0.1,86
WV-037,Jefferson County,West Virginia,88.6,107,2.5,86.1
WV-039,Kanawha County,West Virginia,85.8,73,0,85.8
WV-041,Lewis County,West Virginia,85.4,82,0.7,84.7
WV-043,Lincoln County,West Virginia,87.6,86,1,86.6
WV-045,Logan County,West Virginia,86.2,85,0.7,85.5
WV-047,McDowell County,West Virginia,84.1,80,0.4,83.7
WV-049,Marion County,West Virginia,84,69,0,84
WV-051,Marshall County,West Virginia,83.8,55,-0.7,84.5
WV-053,Mason County,West Virginia,85.7,57,-0.7,86.4
WV-055,Mercer County,West Virginia,81.6,67,0.1,81.5
WV-057,Mineral County,West Virginia,87.4,96,1.2,86.2
WV-059,Mingo County,West Virginia,87.4,92,1.2,86.2
WV-061,Monongalia County,West Virginia,83.5,74,0.2,83.3
WV-063,Monroe County,West Virginia,84,98,1.2,82.8
WV-065,Morgan County,West Virginia,88,102,2.1,85.9
WV-067,Nicholas County,West Virginia,82,81,0.6,81.4
WV-069,Ohio County,West Virginia,83.6,57,-0.5,84.1
WV-071,Pendleton County,West Virginia,82.8,104,1.9,81
WV-073,Pleasants County,West Virginia,84.9,55,-0.7,85.6
WV-075,Pocahontas County,West Virginia,77.9,85,0.8,77.1
WV-077,Preston County,West Virginia,81.5,86,0.8,80.7
WV-079,Putnam County,West Virginia,86.8,78,0.4,86.4
WV-081,Raleigh County,West Virginia,81.8,81,0.5,81.3
WV-083,Randolph County,West Virginia,79.4,101,1.7,77.7
WV-085,Ritchie County,West Virginia,85,57,-0.6,85.6
WV-087,Roane County,West Virginia,85.1,60,-0.6,85.7
WV-089,Summers County,West Virginia,83.9,91,1,82.9
WV-091,Taylor County,West Virginia,84.2,82,0.7,83.5
WV-093,Tucker County,West Virginia,80.2,102,1.7,78.5
WV-095,Tyler County,West Virginia,84.9,53,-0.9,85.8
WV-097,Upshur County,West Virginia,83,92,1.2,81.8
WV-099,Wayne County,West Virginia,88,99,1.6,86.4
WV-101,Webster County,West Virginia,80,62,-0.3,80.3
WV-103,Wetzel County,West Virginia,84.1,54,-0.8,84.9
WV-105,Wirt County,West Virginia,85.3,69,-0.3,85.6
WV-107,Wood County,West Virginia,85.8,75,0.1,85.7
WV-109,Wyoming County,West Virginia,83.7,76,0.3,83.4
WI-001,Adams County,Wisconsin,83.1,77,0.7,82.4
WI-003,Ashland County,Wisconsin,76.3,37,-1.5,77.8
WI-005,Barron County,Wisconsin,80.2,59,-0.2,80.4
WI-007,Bayfield County,Wisconsin,76.9,34,-1.2,78.1
WI-009,Brown County,Wisconsin,80.9,91,1.3,79.6
WI-011,Buffalo County,Wisconsin,83.5,80,0.8,82.7
WI-013,Burnett County,Wisconsin,80.6,60,-0.3,80.9
WI-015,Calumet County,Wisconsin,82.2,89,1.4,80.8
WI-017,Chippewa County,Wisconsin,80.5,51,-0.8,81.3
WI-019,Clark County,Wisconsin,80.5,61,-0.4,80.9
WI-021,Columbia County,Wisconsin,83.3,81,0.7,82.6
WI-023,Crawford County,Wisconsin,82.4,51,-1.1,83.5
WI-025,Dane County,Wisconsin,83.6,85,1.1,82.5
WI-027,Dodge County,Wisconsin,83.1,84,0.7,82.4
WI-029,Door County,Wisconsin,77.7,65,0.1,77.6
WI-031,Douglas County,Wisconsin,77.5,43,-1.1,78.6
WI-033,Dunn County,Wisconsin,81.9,59,-0.4,82.3
WI-035,Eau Claire County,Wisconsin,81.9,63,-0.2,82.1
WI-037,Florence County,Wisconsin,77.6,53,-0.4,78
WI-039,Fond du Lac County,Wisconsin,82.5,87,0.9,81.6
WI-041,Forest County,Wisconsin,76.7,42,-1.1,77.8
WI-043,Grant County,Wisconsin,82.6,55,-0.8,83.4
WI-045,Green County,Wisconsin,83.2,68,-0.2,83.4
WI-047,Green Lake County,Wisconsin,83.6,85,1.1,82.5
WI-049,Iowa County,Wisconsin,82.6,67,-0.2,82.8
WI-051,Iron County,Wisconsin,75.2,34,-1.7,76.9
WI-053,Jackson County,Wisconsin,82,70,0.2,81.8
WI-055,Jefferson County,Wisconsin,83.5,77,0.4,83.1
WI-057,Juneau County,Wisconsin,83.2,79,0.7,82.5
WI-059,Kenosha County,Wisconsin,82.9,62,-0.3,83.2
WI-061,Kewaunee County,Wisconsin,79.4,82,0.9,78.5
WI-063,La Crosse County,Wisconsin,82,55,-0.6,82.6
WI-065,Lafayette County,Wisconsin,83.1,73,0.1,83
WI-067,Langlade County,Wisconsin,78.1,58,0,78.1
WI-069,Lincoln County,Wisconsin,78.6,58,0.1,78.5
WI-071,Manitowoc County,Wisconsin,80.9,94,1.6,79.3
WI-073,Marathon County,Wisconsin,80.6,74,0.8,79.8
WI-075,Marinette County,Wisconsin,79.6,53,-0.6,80.2
WI-077,Marquette County,Wisconsin,83.7,79,0.7,83
WI-078,Menominee County,Wisconsin,80.1,63,0,80.1
WI-079,Milwaukee County,Wisconsin,82.8,83,0.6,82.2
WI-081,Monroe County,Wisconsin,81.8,67,0,81.8
WI-083,Oconto County,Wisconsin,79.6,53,-0.7,80.3
WI-085,Oneida County,Wisconsin,76.6,43,-1.1,77.7
WI-087,Outagamie County,Wisconsin,82.5,90,1.4,81.1
WI-089,Ozaukee County,Wisconsin,82.1,90,1.1,81
WI-091,Pepin County,Wisconsin,83.2,69,0,83.2
WI-093,Pierce County,Wisconsin,81.9,62,-0.7,82.6
WI-095,Polk County,Wisconsin,81.2,70,0,81.2
WI-097,Portage County,Wisconsin,82.4,85,1.2,81.2
WI-099,Price County,Wisconsin,76.9,44,-1,77.9
WI-101,Racine County,Wisconsin,82.9,63,-0.4,83.3
WI-103,Richland County,Wisconsin,83,69,-0.1,83.1
WI-105,Rock County,Wisconsin,83.6,72,0,83.6
WI-107,Rusk County,Wisconsin,79.2,53,-0.6,79.8
WI-109,St. Croix County,Wisconsin,81.8,62,-0.3,82.1
WI-111,Sauk County,Wisconsin,83.2,75,0.5,82.7
WI-113,Sawyer County,Wisconsin,78.1,51,-0.6,78.7
WI-115,Shawano County,Wisconsin,81.5,79,0.9,80.6
WI-117,Sheboygan County,Wisconsin,81.4,82,1,80.4
WI-119,Taylor County,Wisconsin,78.6,55,-0.5,79.1
WI-121,Trempealeau County,Wisconsin,82.5,64,0.1,82.4
WI-123,Vernon County,Wisconsin,81.9,57,-0.6,82.5
WI-125,Vilas County,Wisconsin,75.7,40,-1.4,77.1
WI-127,Walworth County,Wisconsin,82.5,58,-0.8,83.3
WI-129,Washburn County,Wisconsin,79.4,57,-0.5,79.9
WI-131,Washington County,Wisconsin,82.6,85,0.9,81.7
WI-133,Waukesha County,Wisconsin,83.2,79,0.4,82.8
WI-135,Waupaca County,Wisconsin,83,88,1.4,81.6
WI-137,Waushara County,Wisconsin,83.1,86,1.3,81.8
WI-139,Winnebago County,Wisconsin,83.2,89,1.4,81.8
WI-141,Wood County,Wisconsin,82,72,0.5,81.5
WY-001,Albany County,Wyoming,78.9,83,1.5,77.4
WY-003,Big Horn County,Wyoming,82.2,62,0.8,81.4
WY-005,Campbell County,Wyoming,84.9,61,0.3,84.6
WY-007,Carbon County,Wyoming,80.8,81,1.1,79.7
WY-009,Converse County,Wyoming,84,59,0,84
WY-011,Crook County,Wyoming,83.6,62,-0.1,83.7
WY-013,Fremont County,Wyoming,80.7,75,1.1,79.6
WY-015,Goshen County,Wyoming,86.2,54,-0.1,86.3
WY-017,Hot Springs County,Wyoming,81.9,51,-0.1,82
WY-019,Johnson County,Wyoming,81.9,61,0.4,81.5
WY-021,Laramie County,Wyoming,83.2,62,0.4,82.8
WY-023,Lincoln County,Wyoming,80.1,105,3.1,77
WY-025,Natrona County,Wyoming,83.8,62,0.4,83.4
WY-027,Niobrara County,Wyoming,86,51,-0.5,86.5
WY-029,Park County,Wyoming,76.1,79,1.4,74.7
WY-031,Platte County,Wyoming,85.6,64,0.6,85
WY-033,Sheridan County,Wyoming,80.6,56,-0.1,80.7
WY-035,Sublette County,Wyoming,77,92,2.1,74.9
WY-037,Sweetwater County,Wyoming,85.2,104,2.8,82.4
WY-039,Teton County,Wyoming,74.4,98,2.4,72
WY-041,Uinta County,Wyoming,80.6,106,2.5,78.1
WY-043,Washakie County,Wyoming,84.7,57,0.2,84.5
WY-045,Weston County,Wyoming,84.6,41,-1.1,85.7
